Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
43,24716,species,Eurasian Blackcap,Sylvia atricapilla,1,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
44,10022,species,European Bee-eater,Merops apiaster,10,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
45,9547,species,Common Kingfisher,Alcedo atthis,1,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
46,24753,species,Lesser Whitethroat,Curruca curruca,1,"TR (36.64, 28.854)",TR-48,12 Sep 2023,L27062931,S149762974,,1
47,21450,species,Coal Tit,Periparus ater,4,"TR (36.64, 28.854)",TR-48,12 Sep 2023,L27062931,S149762974,,1
48,31293,species,Common Chaffinch,Fringilla coelebs,11,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
49,27860,species,Eurasian Blackbird,Turdus merula,3,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
50,26380,species,Krüper's Nuthatch,Sitta krueperi,1,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
51,21611,species,Eurasian Blue Tit,Cyanistes caeruleus,4,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
52,10952,species,Middle Spotted Woodpecker,Dendrocoptes medius,2,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
53,26385,species,Western Rock Nuthatch,Sitta neumayer,2,"TR (36,634, 28,87)",TR-48,10 Sep 2023,L27037129,S149602700,,1
54,20835,species,Eurasian Jay,Garrulus glandarius,1,"TR (36,634, 28,87)",TR-48,10 Sep 2023,L27037129,S149602700,,1
55,28925,species,Red-breasted Flycatcher,Ficedula parva,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
56,28196,species,Spotted Flycatcher,Muscicapa striata,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
57,27278,species,Common Myna,Acridotheres tristis,11,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,N,1
58,24307,species,Willow Warbler,Phylloscopus trochilus,2,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
59,21672,species,Great Tit,Parus major,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
60,21010,species,Eurasian Jackdaw,Corvus monedula,2,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
61,12012,species,Alexandrine Parakeet,Psittacula eupatria,3,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,N,1
62,11056,species,Syrian Woodpecker,Dendrocopos syriacus,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
63,12019,species,Rose-ringed Parakeet,Psittacula krameri,4,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,N,1
64,4024,species,Alpine Swift,Apus melba,15,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,,1
65,2070,species,Laughing Dove,Spilopelia senegalensis,3,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,,1
66,30886,species,House Sparrow,Passer domesticus,15,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
67,21076,species,Hooded Crow,Corvus cornix,7,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
68,20963,species,Eurasian Magpie,Pica pica,2,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
69,7299,species,Gray Heron,Ardea cinerea,5,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
70,7159,species,Great Cormorant,Phalacrocorax carbo,12,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
71,7149,species,Pygmy Cormorant,Microcarbo pygmaeus,7,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
72,6449,species,Yellow-legged Gull,Larus michahellis,12,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
73,5405,species,Eurasian Coot,Fulica atra,6,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
74,475,species,Eurasian Wigeon,Mareca penelope,2,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
76,33710,species,Hepatic Tanager,Piranga flava,2,Cave Creek Canyon--South Fork,US-AZ,20 Aug 2023,L129099,S147729241,,1
77,26441,species,Brown Creeper,Certhia americana,4,Cave Creek Canyon--South Fork,US-AZ,20 Aug 2023,L129099,S147729241,,1
78,17011,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,3,Cave Creek Canyon--South Fork,US-AZ,20 Aug 2023,L129099,S147729241,,1
79,4692,species,Blue-throated Mountain-gem,Lampornis clemenciae,1,Cave Creek Canyon--South Fork,US-AZ,20 Aug 2023,L129099,S147729241,,1
80,27476,species,Crissal Thrasher,Toxostoma crissale,1,"Portal, AZ private yard (not open to the public)",US-AZ,20 Aug 2023,L9145680,S147695835,,1
81,3578,species,Common Poorwill,Phalaenoptilus nuttallii,2,"Portal, AZ private yard (not open to the public)",US-AZ,19 Aug 2023,L9145680,S147662136,,1
82,33895,species,Blue Grosbeak,Passerina caerulea,1,"Portal, AZ private yard (not open to the public)",US-AZ,19 Aug 2023,L9145680,S147660146,,1
83,20805,species,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,1,"Portal, AZ private yard (not open to the public)",US-AZ,19 Aug 2023,L9145680,S147660146,,1
84,20571,species,Loggerhead Shrike,Lanius ludovicianus,1,"Portal, AZ private yard (not open to the public)",US-AZ,19 Aug 2023,L9145680,S147660146,,1
85,33917,species,Painted Bunting,Passerina ciris,2,Paradise--George Walker House,US-AZ,19 Aug 2023,L320213,S147660246,,1
86,33903,species,Lazuli Bunting,Passerina amoena,3,Paradise--George Walker House,US-AZ,19 Aug 2023,L320213,S147660246,,1
87,4846,species,White-eared Hummingbird,Basilinna leucotis,1,Paradise--George Walker House,US-AZ,19 Aug 2023,L320213,S147660246,,1
88,33654,species,Painted Redstart,Myioborus pictus,2,Barfoot Park,US-AZ,19 Aug 2023,L128885,S147660147,,1
89,33513,species,Hermit Warbler,Setophaga occidentalis,2,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
90,33509,species,Townsend's Warbler,Setophaga townsendi,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
91,33504,species,Black-throated Gray Warbler,Setophaga nigrescens,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
92,33498,species,Grace's Warbler,Setophaga graciae,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
93,21586,species,Mexican Chickadee,Poecile sclateri,2,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
94,18755,species,Cassin's Vireo,Vireo cassinii,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
95,18736,species,Hutton's Vireo,Vireo huttoni,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
96,16565,species,Buff-breasted Flycatcher,Empidonax fulvifrons,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
97,16467,species,Olive-sided Flycatcher,Contopus cooperi,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
98,8926,species,Spotted Owl,Strix occidentalis,1,Pinery Canyon,US-AZ,18 Aug 2023,L129056,S147660149,,1
99,3606,species,Mexican Whip-poor-will,Antrostomus arizonae,2,Pinery Canyon,US-AZ,18 Aug 2023,L129056,S147660149,,1
100,6133,species,Lesser Yellowlegs,Tringa flavipes,,Willcox--Lake Cochise and Twin Lakes Golf Course,US-AZ,18 Aug 2023,L266875,S147660151,,1
101,6110,species,Wilson's Phalarope,Phalaropus tricolor,,Willcox--Lake Cochise and Twin Lakes Golf Course,US-AZ,18 Aug 2023,L266875,S147660151,,1
102,23610,species,Barn Swallow,Hirundo rustica,6,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
103,17035,species,Thick-billed Kingbird,Tyrannus crassirostris,1,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
104,7850,species,Mississippi Kite,Ictinia mississippiensis,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
105,4969,species,Violet-crowned Hummingbird,Leucolia violiceps,1,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
106,2240,species,Common Ground Dove,Columbina passerina,1,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
107,4760,species,Calliope Hummingbird,Selasphorus calliope,,Mt. Lemmon--upper,US-AZ,11 Aug 2023,L127970,S147052205,,1
108,26368,species,Pygmy Nuthatch,Sitta pygmaea,4,Mt. Lemmon--upper,US-AZ,28 Jul 2023,L127970,S145885512,,1
109,33060,species,Bullock's Oriole,Icterus bullockii,1,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
110,20817,species,Mexican Jay,Aphelocoma wollweberi,4,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
111,16489,species,Western Wood-Pewee,Contopus sordidulus,1,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
112,11144,species,Arizona Woodpecker,Dryobates arizonae,2,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
113,10835,species,Acorn Woodpecker,Melanerpes formicivorus,4,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
114,1968,species,Band-tailed Pigeon,Patagioenas fasciata,5,Paradise--George Walker House,US-AZ,01 Jul 2023,L320213,S145623959,,1
115,4763,species,Rufous Hummingbird,Selasphorus rufus,,Mt. Lemmon--upper,US-AZ,30 Jun 2023,L127970,S143253364,,1
116,33404,species,Yellow Warbler,Setophaga petechia,1,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
117,17025,species,Tropical Kingbird,Tyrannus melancholicus,1,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
118,16859,species,Dusky-capped Flycatcher,Myiarchus tuberculifer,5,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
119,15664,species,Rose-throated Becard,Pachyramphus aglaiae,2,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
120,9949,species,Green Kingfisher,Chloroceryle americana,1,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
121,3206,species,Yellow-billed Cuckoo,Coccyzus americanus,3,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
122,2239,species,Inca Dove,Columbina inca,1,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
123,23494,species,Northern Rough-winged Swallow,Stelgidopteryx serripennis,5,Santa Cruz River--Sasco Rd,US-AZ,21 May 2023,L304521,S138664672,,1
124,17038,species,Western Kingbird,Tyrannus verticalis,3,Santa Cruz River--Sasco Rd,US-AZ,21 May 2023,L304521,S138664672,,1
125,4742,species,Black-chinned Hummingbird,Archilochus alexandri,1,Santa Cruz River--Sasco Rd,US-AZ,21 May 2023,L304521,S138664672,,1
126,33647,species,Red-faced Warbler,Cardellina rubrifrons,1,Mt. Lemmon--Marshall Gulch,US-AZ,19 May 2023,L267654,S138438114,,1
127,27545,species,Western Bluebird,Sialia mexicana,3,Mt. Lemmon--Marshall Gulch,US-AZ,19 May 2023,L267654,S138438114,,1
128,18763,species,Plumbeous Vireo,Vireo plumbeus,1,Mt. Lemmon--Marshall Gulch,US-AZ,19 May 2023,L267654,S138438114,,1
129,16469,species,Greater Pewee,Contopus pertinax,1,Mt. Lemmon--Marshall Gulch,US-AZ,19 May 2023,L267654,S138438114,,1
130,33855,species,Black-headed Grosbeak,Pheucticus melanocephalus,2,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
131,32713,species,Spotted Towhee,Pipilo maculatus,4,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
132,32473,species,Yellow-eyed Junco,Junco phaeonotus,6,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
133,30052,species,Olive Warbler,Peucedramus taeniatus,2,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
134,27739,species,Hermit Thrush,Catharus guttatus,2,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
135,26614,species,House Wren,Troglodytes aedon,2,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
136,26353,species,Red-breasted Nuthatch,Sitta canadensis,1,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
137,23543,species,Violet-green Swallow,Tachycineta thalassina,4,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
138,21575,species,Mountain Chickadee,Poecile gambeli,1,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
139,16556,species,Cordilleran Flycatcher,Empidonax occidentalis,7,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
140,4663,species,Rivoli's Hummingbird,Eugenes fulgens,4,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
141,1207,species,Wild Turkey,Meleagris gallopavo,1,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
142,32887,species,Yellow-breasted Chat,Icteria virens,1,Saguaro NP--East--Freeman Homestead Trail,US-AZ,13 May 2023,L4209008,S137452410,,1
143,27525,species,Northern Mockingbird,Mimus polyglottos,1,Saguaro NP--East--Freeman Homestead Trail,US-AZ,13 May 2023,L4209008,S137452410,,1
144,33735,species,Western Tanager,Piranga ludoviciana,3,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
145,33157,species,Brown-headed Cowbird,Molothrus ater,1,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
146,32712,species,Green-tailed Towhee,Pipilo chlorurus,1,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
147,32654,species,Canyon Towhee,Melozone fusca,1,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
148,23509,species,Purple Martin,Progne subis,1,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
149,11586,species,Gilded Flicker,Colaptes chrysoides,2,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
150,4773,species,Broad-tailed Hummingbird,Selasphorus platycercus,1,Saguaro NP--East--Cactus Forest South Trailhead,US-AZ,13 May 2023,L10250243,S137452406,,1
151,3474,species,Lesser Nighthawk,Chordeiles acutipennis,1,Home,US-AZ,13 May 2023,L12260655,S137452408,,1
152,33729,species,Summer Tanager,Piranga rubra,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
153,33643,species,Wilson's Warbler,Cardellina pusilla,2,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
154,33327,species,MacGillivray's Warbler,Geothlypis tolmiei,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
155,33150,species,Bronzed Cowbird,Molothrus aeneus,2,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
156,33006,species,Hooded Oriole,Icterus cucullatus,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
157,16908,species,Brown-crested Flycatcher,Myiarchus tyrannulus,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
158,16898,species,Ash-throated Flycatcher,Myiarchus cinerascens,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
159,8624,species,Great Horned Owl,Bubo virginianus,1,Home,US-AZ,30 Apr 2023,L12260655,S135552734,,1
160,623,species,Ring-necked Duck,Aythya collaris,,Reid Park,US-AZ,19 Mar 2023,L227274,S131317633,,1
161,505,species,Mallard,Anas platyrhynchos,,Reid Park,US-AZ,19 Mar 2023,L227274,S131317633,,1
162,423,species,Wood Duck,Aix sponsa,2,Reid Park,US-AZ,19 Mar 2023,L227274,S131317633,,1
163,33303,species,Lucy's Warbler,Leiothlypis luciae,1,De Anza Trail--Tubac,US-AZ,18 Mar 2023,L234314,S131268478,,1
164,32601,species,Song Sparrow,Melospiza melodia,1,De Anza Trail--Tubac,US-AZ,18 Mar 2023,L234314,S131268478,,1
165,26787,species,Bewick's Wren,Thryomanes bewickii,1,De Anza Trail--Tubac,US-AZ,18 Mar 2023,L234314,S131268478,,1
166,21642,species,Bridled Titmouse,Baeolophus wollweberi,4,De Anza Trail--Tubac,US-AZ,18 Mar 2023,L234314,S131268478,,1
167,4797,species,Broad-billed Hummingbird,Cynanthus latirostris,1,De Anza Trail--Tubac,US-AZ,18 Mar 2023,L234314,S131268478,,1
168,33811,species,Northern Cardinal,Cardinalis cardinalis,6,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
169,32354,species,Lark Sparrow,Chondestes grammacus,2,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
170,32315,species,Chipping Sparrow,Spizella passerina,1,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
171,32236,species,Rufous-winged Sparrow,Peucaea carpalis,2,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
172,26356,species,White-breasted Nuthatch,Sitta carolinensis,2,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
173,18729,species,Bell's Vireo,Vireo bellii,2,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
174,17032,species,Cassin's Kingbird,Tyrannus vociferans,3,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
175,8231,species,Zone-tailed Hawk,Buteo albonotatus,1,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
176,8199,species,Gray Hawk,Buteo plagiatus,2,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
177,8134,species,Common Black Hawk,Buteogallus anthracinus,8,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
178,4752,species,Anna's Hummingbird,Calypte anna,1,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
179,2382,species,White-winged Dove,Zenaida asiatica,1,Ron Morriss Park,US-AZ,18 Mar 2023,L993428,S131268477,,1
180,21652,species,Juniper Titmouse,Baeolophus ridgwayi,1,"Hermit Trail, Grand Canyon Village, Arizona, US (36.082, -112.213)",US-AZ,12 Mar 2023,L23119303,S131268476,,1
181,11572,species,Northern Flicker,Colaptes auratus,1,"Hermit Trail, Grand Canyon Village, Arizona, US (36.082, -112.213)",US-AZ,12 Mar 2023,L23119303,S131268476,,1
182,4102,species,White-throated Swift,Aeronautes saxatalis,2,"Hermit Trail, Grand Canyon Village, Arizona, US (36.082, -112.213)",US-AZ,12 Mar 2023,L23119303,S131268476,,1
183,26607,species,Canyon Wren,Catherpes mexicanus,1,Hermit Rapids Campground,US-AZ,11 Mar 2023,L23119340,S135552737,,1
184,20766,species,Steller's Jay,Cyanocitta stelleri,1,Hermit Rapids Campground,US-AZ,11 Mar 2023,L23119340,S135552737,,1
185,20765,species,Pinyon Jay,Gymnorhinus cyanocephalus,2,Hermit Rapids Campground,US-AZ,11 Mar 2023,L23119340,S135552737,,1
186,32343,species,Black-throated Sparrow,Amphispiza bilineata,1,"Hermit Trail, Grand Canyon Village, Arizona, US (36.073, -112.21)",US-AZ,09 Mar 2023,L23119364,S135552736,,1
187,26573,species,Rock Wren,Salpinctes obsoletus,7,"Hermit Trail, Grand Canyon Village, Arizona, US (36.073, -112.21)",US-AZ,09 Mar 2023,L23119364,S135552736,,1
188,24702,species,Bushtit,Psaltriparus minimus,6,"Hermit Trail, Grand Canyon Village, Arizona, US (36.073, -112.21)",US-AZ,09 Mar 2023,L23119364,S135552736,,1
189,21121,species,Common Raven,Corvus corax,1,"Hermit Trail, Grand Canyon Village, Arizona, US (36.073, -112.21)",US-AZ,09 Mar 2023,L23119364,S135552736,,1
190,11110,species,Hairy Woodpecker,Dryobates villosus,1,"Hermit Trail, Grand Canyon Village, Arizona, US (36.073, -112.21)",US-AZ,09 Mar 2023,L23119364,S135552736,,1
191,31945,species,Lesser Goldfinch,Spinus psaltria,5,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
192,31648,species,House Finch,Haemorhous mexicanus,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
193,29276,species,Phainopepla,Phainopepla nitens,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
194,27438,species,Curve-billed Thrasher,Toxostoma curvirostre,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
195,26833,species,Cactus Wren,Campylorhynchus brunneicapillus,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
